qid,doi,title,facet_sim_0,facet_sim_1,facet_sim_2,facet_sim_0_above_floor,facet_sim_1_above_floor,facet_sim_2_above_floor,facet_sims_geometric_mean,single_vector_sim,geography_hit,year,age_years,citation_count,citation_rate,sms_level,has_abstract,abstract_length,abs_rating_numeric,repec_percentile,label,label_int
q06-migration-native-wages,10.1086/374961,The Effect of Immigration on Native Self‐Employment,0.6707,0.6005,0.6454,1,1,1,0.6382,0.8074,0,2003,23,113,4.7083,0,1,701,4,0.996,partial,1
q06-migration-native-wages,10.1016/j.labeco.2006.09.006,Does immigration affect wages? A look at occupation-level evidence,0.6633,0.6447,0.576,1,1,1,0.6268,0.8039,0,2006,20,191,9.0952,0,0,0,0,0.5,relevant,2
q07-childcare-female-labor-participation,10.1111/ecin.12740,EASING THE CONSTRAINTS OF MOTHERHOOD: THE EFFECTS OF ALL‐DAY SCHOOLS ON MOTHERS' LABOR SUPPLY,0.4636,0.6196,0.6243,1,1,1,0.5639,0.761,0,2018,8,38,4.2222,0,1,870,3,0.967,relevant,2
q07-childcare-female-labor-participation,10.1596/29395,Preschool Availability and Female Labor Force Participation: Evidence from Indonesia,0.4678,0.6273,0.7171,1,1,1,0.5948,0.7558,0,2019,7,0,0,4,1,1129,0,0.451,relevant,2
q07-childcare-female-labor-participation,10.3386/w31916,The Outlook for Women's Employment and Labor Force Participation,0.5237,0.5687,0.7782,1,1,1,0.6142,0.7304,0,2023,3,1,0.25,0,1,934,0,0.5,partial,1
q07-childcare-female-labor-participation,10.18235/0009205,Childcare and Women's Labor Participation: Evidence for Latin America and the Caribbean,0.5564,0.7153,0.6878,1,1,1,0.6493,0.8022,1,2013,13,0,0,5,1,1006,0,0.5,relevant,2
q07-childcare-female-labor-participation,10.3386/w33835,The Effect of Childcare Access on Women's Careers and Firm Performance,0.5175,0.6843,0.655,1,1,1,0.6144,0.7973,0,2025,1,1,0.5,0,1,681,0,0.5,relevant,2
q07-childcare-female-labor-participation,10.1093/epolic/eiae037,"Longer school schedules, childcare and the quality of mothers’ employment",0.5377,0.7133,0.6478,1,1,1,0.6286,0.7729,1,2024,2,0,0,2,1,1535,0,0.5,relevant,2
q07-childcare-female-labor-participation,10.1596/978-1-4648,le rôle des transports publics dans l’autonomisation économique des femmes. Abrégé,0.5271,0.5467,0.7101,1,1,1,0.5893,0.6507,0,2024,2,7,2.3333,0,1,2544,0,0.451,partial,1
q07-childcare-female-labor-participation,10.1016/j.labeco.2015.07.003,Does the cost of child care affect female labor market participation? An evaluation of a French reform of childcare subsidies,0.4906,0.5779,0.6382,1,1,1,0.5656,0.772,0,2015,11,134,11.1667,0,0,0,3,0.975,relevant,2
q07-childcare-female-labor-participation,10.1093/wber/lhae004,Public Child Care Provision: Unraveling the Consequences of Implementation Variations for Women's Time Allocation,0.6329,0.6966,0.6571,1,1,1,0.6617,0.7714,1,2024,2,1,0.3333,3,1,1050,3,0.983,relevant,2
q07-childcare-female-labor-participation,10.1111/j.1468-232x.1977.tb00102.x,Changing Patterns of Female Labor Force Participation,0.4633,0.4164,0.8424,1,0,1,0.6247,0.7689,0,1977,49,3,0.06,0,0,0,0,0.5,partial,1
q07-childcare-female-labor-participation,10.1016/j.labeco.2021.102100,Does more free childcare help parents work more?,0.5329,0.7002,0.5989,1,1,1,0.6069,0.7674,0,2021,5,37,6.1667,4,1,974,3,0.975,relevant,2
q07-childcare-female-labor-participation,10.1257/app.20230227,"Childcare, Labor Supply, and Business Development: Experimental Evidence from Uganda",0.5296,0.7068,0.6315,1,1,1,0.6183,0.7663,0,2025,1,13,6.5,4,1,731,0,0.5,relevant,2
q07-childcare-female-labor-participation,10.18235/0001449,"Female Labor Force Participation, Labor Market Dynamic and Growth in LAC",0.5556,0.5373,0.7867,1,1,1,0.617,0.7659,1,2019,7,0,0,0,1,1195,0,0.5,partial,1
q07-childcare-female-labor-participation,10.1016/j.jpubeco.2025.105557,Women’s labor market opportunities and equality in the household,0.4925,0.632,0.7175,1,1,1,0.6067,0.7655,0,2026,0,0,0,3,1,1114,3,0.993,partial,1
q07-childcare-female-labor-participation,10.3386/w34831,"More Hours, More Work: Head Start Expansions Boost Maternal Employment",0.5575,0.6601,0.6472,1,1,1,0.6199,0.7624,0,2026,0,0,0,4,1,776,0,0.5,relevant,2
q07-childcare-female-labor-participation,10.1787/5k46cvrgnms6-en,Drivers of Female Labour Force Participation in the OECD,0.5655,0.6208,0.7582,1,1,1,0.6433,0.762,0,2013,13,178,12.7143,0,1,2066,0,0.5,partial,1
q07-childcare-female-labor-participation,10.3386/w17678,"Family Proximity, Childcare, and Women's Labor Force Attachment",0.4826,0.6563,0.6569,1,1,1,0.5925,0.7589,0,2011,15,23,1.4375,1,1,888,0,0.5,relevant,2
q07-childcare-female-labor-participation,10.1596/1813-9450-9828,Childcare and Mothers' Labor Market Outcomes in Lower- and Middle-Income Countries,0.5271,0.6862,0.6872,1,1,1,0.6287,0.7527,0,2021,5,45,7.5,0,1,958,0,0.5,relevant,2
q08-land-titling-investment,10.1016/j.jdeveco.2023.103238,"Property rights, factor allocation and household welfare: Experimental evidence from a land titling program in India",0.7768,0.6938,0.6256,1,1,1,0.696,0.8408,0,2023,3,15,3.75,5,1,678,0,0.5,relevant,2
q08-land-titling-investment,10.1086/725453,The Power of Securing Property Rights: Evidence from China’s Land Titling Policy,0.7424,0.6528,0.5683,1,1,1,0.6506,0.7938,0,2023,3,8,2,4,1,715,3,0.962,relevant,2
q08-land-titling-investment,10.1080/00220388.2018.1506576,Heterogeneous Effects of Urban Land Titling: A Replication of ‘Property Rights for the Poor’,0.7006,0.633,0.5987,1,1,1,0.6427,0.7866,0,2018,8,3,0.3333,4,1,786,3,0.95,relevant,2
q08-land-titling-investment,10.1016/j.jdeveco.2022.102853,Land property rights and rural enterprise growth: Evidence from land titling reform in China,0.7659,0.6721,0.4905,1,1,1,0.6321,0.7839,0,2022,4,128,25.6,0,0,0,0,0.5,relevant,2
q08-land-titling-investment,10.3386/w22482,The Deregularization of Land Titles,0.7389,0.6624,0.5824,1,1,1,0.6581,0.7789,1,2016,10,10,0.9091,4,1,798,0,0.5,relevant,2
q08-land-titling-investment,10.1093/jeea/jvab034,"Digitization and Development: Property Rights Security, and Land and Labor Markets",0.7301,0.7189,0.6018,1,1,1,0.681,0.7678,0,2021,5,38,6.3333,4,1,1172,4,0.994,relevant,2
q08-land-titling-investment,10.1080/00220388.2015.1075977,Inter-Generational Effects of Titling Programmes: Physical vs. Human Capital,0.6608,0.5848,0.6513,1,1,1,0.6314,0.766,1,2015,11,5,0.4167,4,1,640,0,0.5,relevant,2
q08-land-titling-investment,10.1596/1813-9450-10043,How Urban Land Titling and Registry Reform Affect Land and Credit Markets: Evidence from Lesotho,0.7205,0.6241,0.5537,1,1,1,0.6291,0.7658,0,2022,4,3,0.6,2,1,1100,0,0.451,relevant,2
q08-land-titling-investment,10.1080/00220388.2023.2207254,Land Tenure and Agricultural Investment: Do Ugandan Polygynous Households Comport with Theory?,0.6997,0.6585,0.6462,1,1,1,0.6678,0.7627,0,2023,3,2,0.5,2,1,1299,3,0.95,partial,1
q08-land-titling-investment,10.1111/j.1574-0862.2004.tb00180.x,Investment and equity effects of land regularisation: the case of Nicaragua<sup>⋆</sup>,0.7295,0.6039,0.5281,1,1,1,0.615,0.7609,1,2004,22,78,3.3913,1,1,784,0,0.5,relevant,2
q08-land-titling-investment,10.3368/le.91.1.91,Property Rights and Productivity: The Case of Joint Land Titling in Vietnam,0.7357,0.643,0.5449,1,1,1,0.6364,0.7598,0,2015,11,98,8.1667,3,1,578,0,0.5,relevant,2
q08-land-titling-investment,10.1016/j.worlddev.2020.105020,Property rights and risk aversion: Evidence from a titling program,0.7059,0.6839,0.4961,1,1,1,0.621,0.7549,1,2020,6,13,1.8571,0,1,521,0,0.5,partial,1
q08-land-titling-investment,10.1016/j.worlddev.2021.105654,Investment impacts of gendered land rights in customary tenure systems: Substantive and methodological insights from Malawi,0.6923,0.6631,0.6158,1,1,1,0.6563,0.7549,0,2021,5,39,6.5,2,1,903,3,0.977,partial,1
q08-land-titling-investment,10.1162/1542476054472937,Property Rights and Investment in Urban Slums,0.6033,0.6267,0.5866,1,1,1,0.6053,0.7524,1,2005,21,75,3.4091,4,1,856,4,0.994,relevant,2
q08-land-titling-investment,10.18235/0011274,Titling and Chronic Diseases: Evidence from A Natural Experiment in Uruguay,0.6883,0.6604,0.6766,1,1,1,0.675,0.752,1,2008,18,0,0,3,1,468,0,0.5,partial,1
q08-land-titling-investment,10.1162/jeea.2005.3.2-3.279,Property Rights and Investment in Urban Slums,0.5989,0.6231,0.5834,1,1,1,0.6016,0.7511,1,2005,21,367,16.6818,4,1,884,0,0.5,relevant,2
q08-land-titling-investment,10.1093/wber/5.1.135,Land Tenure and Property Rights: Theory and Implications for Development Policy,0.7411,0.7171,0.5562,1,1,1,0.6662,0.7504,0,1991,35,721,20.0278,0,1,753,0,0.5,partial,1
q08-land-titling-investment,10.1093/ajae/aat001,Does Sharecropping Affect Long‐term Investment? Evidence from West Bengal's Tenancy Reforms,0.6696,0.6021,0.6374,1,1,1,0.6358,0.7504,0,2013,13,19,1.3571,2,1,823,3,0.965,partial,1
q08-land-titling-investment,10.18235/0011327,"Titling, Credit Constraints and Rental Markets in Rural Peru: Exploring Channels and Conditioned Impacts",0.6675,0.5335,0.5483,1,1,1,0.5802,0.7504,1,2008,18,0,0,2,1,928,0,0.5,relevant,2
q08-land-titling-investment,10.18235/0013245,"Effects of Land Administration: Evaluation of Ecuador's Rural Land Administration Program, SigTierras (en)",0.7116,0.6236,0.5073,1,1,1,0.6084,0.7494,1,2024,2,0,0,4,1,1190,0,0.5,relevant,2
q09-early-nutrition-adult-earnings,10.3386/w29292,Effect of the Jamaica Early Childhood Stimulation Intervention on Labor Market Outcomes at Age 31,0.4977,0.6586,0.5592,1,1,1,0.5681,0.725,1,2021,5,25,4.1667,5,1,2555,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.1016/j.jpubeco.2018.08.008,Childhood nutrition and labor market outcomes: Evidence from a school breakfast program,0.5986,0.5365,0.5258,1,1,1,0.5527,0.7878,0,2018,8,32,3.5556,0,1,621,3,0.993,relevant,2
q09-early-nutrition-adult-earnings,10.2307/3559035,Incomes and Outcomes in Early Childhood,0.4806,0.6798,0.6214,1,1,1,0.5877,0.769,0,2004,22,77,3.3478,0,0,0,3,0.99,partial,1
q09-early-nutrition-adult-earnings,10.1016/s0047-2727(00)00118-3,Early childhood nutrition and academic achievement: a longitudinal analysis,0.6093,0.6265,0.5377,1,1,1,0.5899,0.7677,0,2001,25,817,31.4231,0,0,0,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.1177/0379572120907763,Early Childhood Nutrition and Cognitive Functioning in Childhood and Adolescence,0.6978,0.7187,0.5737,1,1,1,0.6601,0.763,1,2020,6,77,11,0,1,1965,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.1080/00220388.2019.1605056,"Early Childhood Nutrition, Parental Growth Perceptions and Educational Aspirations in Rural Burkina Faso",0.6537,0.684,0.5874,1,1,1,0.6404,0.7596,0,2019,7,4,0.5,5,1,1418,3,0.95,partial,1
q09-early-nutrition-adult-earnings,10.1162/rest_a_00790,Infant Health Care and Long-Term Outcomes,0.5685,0.7112,0.6729,1,1,1,0.648,0.7564,0,2018,8,74,8.2222,4,1,623,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.3368/jhr.xxxix.4.980,Incomes and Outcomes in Early Childhood,0.5081,0.6646,0.6311,1,1,1,0.5973,0.7556,0,2004,22,104,4.5217,0,1,663,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.1086/533542,"Early Childhood Nutrition, Schooling, and Sibling Inequality in a Dynamic Context: Evidence from South Africa",0.5967,0.6646,0.555,1,1,1,0.6038,0.7542,0,2008,18,89,4.6842,2,1,808,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.1093/restud/rdab028,Long-Term Effects of Childhood Nutrition: Evidence from a School Lunch Reform,0.6082,0.5917,0.6314,1,1,1,0.6102,0.7508,0,2021,5,139,23.1667,4,1,913,0,0.5,relevant,2
q09-early-nutrition-adult-earnings,10.3386/w19185,Labor Market Returns to Early Childhood Stimulation: a 20-year Followup to an Experimental Intervention in Jamaica,0.5268,0.6644,0.6129,1,1,1,0.5986,0.748,1,2013,13,66,4.7143,5,1,876,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.6027/9789289329873-2-en,Long-Term Effects of Early Childhood Care and Education,0.5217,0.6797,0.655,1,1,1,0.6147,0.7472,0,2011,15,128,8,0,1,839,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.1093/jn/125.suppl_4.1027s,The effects of improved nutrition in early childhood: the Institute of Nutrition of Central America and Panama (INCAP) follow-up study.,0.6753,0.6899,0.5566,1,1,1,0.6377,0.746,1,1995,31,174,5.4375,2,1,1272,0,0.5,relevant,2
q09-early-nutrition-adult-earnings,10.1596/16953,Improving Nutrition through Multisectoral Approaches,0.7115,0.6546,0.5706,1,1,1,0.6429,0.7448,0,2013,13,128,9.1429,0,1,1283,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.3386/w26691,Effects of the Minimum Wage on Child Health,0.5741,0.6537,0.5977,1,1,1,0.6076,0.7425,0,2020,6,5,0.7143,4,1,707,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.18235/0011477,Boys' Cognitive Skill Formation and Physical Growth: Long-term Experimental Evidence on Critical Ages for Early Childhood Interventions,0.5586,0.6901,0.5924,1,1,1,0.6113,0.7414,1,2013,13,0,0,5,1,1036,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.1016/j.jpubeco.2023.105046,Early childhood human capital formation at scale,0.6335,0.6928,0.5734,1,1,1,0.6313,0.7398,0,2024,2,7,2.3333,5,1,871,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.1086/719364,Effects of the Minimum Wage on Child Health,0.5305,0.6097,0.5497,1,1,1,0.5623,0.7374,0,2022,4,18,3.6,4,1,616,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.3386/w22993,The Life-cycle Benefits of an Influential Early Childhood Program,0.5268,0.6742,0.6691,1,1,1,0.6194,0.737,0,2016,10,139,12.6364,5,1,624,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.3386/w18535,Long Run Impacts of Childhood Access to the Safety Net,0.6234,0.6432,0.649,1,1,1,0.6384,0.7364,0,2012,14,68,4.5333,0,1,1264,0,0.5,partial,1
q10-trade-liberalization-wage-inequality,10.1111/j.1467-9361.2007.00388.x,Trade Liberalization and Wage Inequality: Evidence from India,0.6716,0.6908,0.541,1,1,1,0.6308,0.8318,0,2007,19,189,9.45,0,1,835,2,0.918,relevant,2
q10-trade-liberalization-wage-inequality,10.18235/0010785,Economics Reform and Wage Differentials in Latin America,0.6714,0.7687,0.6042,1,1,1,0.6781,0.7852,1,2000,26,0,0,2,1,1082,0,0.5,partial,1
q10-trade-liberalization-wage-inequality,10.1016/j.jinteco.2019.05.001,Trading off the income gains and the inequality costs of trade policy,0.6146,0.6303,0.4597,1,1,1,0.5626,0.7116,0,2019,7,60,7.5,0,1,1435,0,0.5,relevant,2
q10-trade-liberalization-wage-inequality,10.1016/s0304-3878(99)00007-3,Trade liberalization and wage inequality,0.7013,0.7395,0.4868,1,1,1,0.632,0.8849,0,1999,27,366,13.0714,0,0,0,3,0.991,relevant,2
q10-trade-liberalization-wage-inequality,10.1111/j.0013-0133.2004.00188.x,Trade Liberalisation and Wages in Developing Countries,0.7032,0.6404,0.6414,1,1,1,0.661,0.8593,1,2004,22,163,7.087,3,1,683,4,0.994,relevant,2
q10-trade-liberalization-wage-inequality,10.1111/j.1467-9396.2007.00674.x,"Trade, Wage Gaps, and Specific Human Capital Accumulation*",0.7375,0.7161,0.6342,1,1,1,0.6945,0.8453,0,2007,19,37,1.85,0,1,674,0,0.5,partial,1
q10-trade-liberalization-wage-inequality,10.1111/ehr.13234,Review of periodical literature for 2021,0.5999,0.5118,0.5251,1,1,1,0.5443,0.5247,0,2022,4,0,0,2,1,20778,4,0.847,irrelevant,0
q10-trade-liberalization-wage-inequality,10.1016/j.worlddev.2008.06.002,Trade and Income Inequality in Developing Countries,0.6093,0.7243,0.7184,1,1,1,0.6819,0.8408,0,2008,18,390,20.5263,0,0,0,3,0.977,relevant,2
q10-trade-liberalization-wage-inequality,10.1111/padr.12438,"CharlesGoodhart and ManojPradhanThe Great Demographic Reversal: Ageing Societies, Waning Inequality, and an Inflation RevivalPalgrave‐Macmillan, 2020, 280 p., €29.99.",0.6633,0.6164,0.6623,1,1,1,0.647,0.6362,0,2021,5,0,0,1,1,12944,0,0.5,irrelevant,0
q10-trade-liberalization-wage-inequality,10.1093/ei/cbh061,Trade and Wage Inequality in Developing Countries,0.6395,0.7601,0.6774,1,1,1,0.6905,0.8338,0,2004,22,152,6.6087,0,1,336,0,0.5,relevant,2
q10-trade-liberalization-wage-inequality,10.1111/j.1467-9396.2010.00887.x,"Wage Inequality, Increased Competition, and Trade Liberalization: Short Run vs Long Run",0.6886,0.7726,0.5882,1,1,1,0.679,0.8302,0,2010,16,30,1.7647,0,1,911,2,0.949,relevant,2
q10-trade-liberalization-wage-inequality,10.1016/s0304-3878(03)00117-2,The impact of trade liberalization on wage inequality: evidence from Argentina,0.6067,0.6746,0.4968,1,1,1,0.588,0.829,1,2003,23,204,8.5,0,0,0,3,0.991,relevant,2
q10-trade-liberalization-wage-inequality,10.52587/jems020201,THE IMPACT OF TRADE LIBERALIZATION ON EMPLOYMENT AND WAGES: PANEL EVIDENCE FROM DEVELOPING COUNTRIES,0.7882,0.6869,0.6866,1,1,1,0.719,0.8272,0,2021,5,0,0,3,1,1441,0,0.5,relevant,2
q10-trade-liberalization-wage-inequality,10.1016/j.worlddev.2006.02.010,Economic Liberalization and Wage Inequality in India,0.6135,0.715,0.5379,1,1,1,0.6179,0.8118,0,2006,20,144,6.8571,0,0,0,3,0.977,relevant,2
q10-trade-liberalization-wage-inequality,10.1086/732798,Between Sticky Floors and Glass Ceilings: Trade Liberalization and Wage Inequality by Gender and Race in Brazil,0.7041,0.7439,0.6177,1,1,1,0.6865,0.8081,1,2024,2,1,0.3333,4,1,795,3,0.962,relevant,2
q10-trade-liberalization-wage-inequality,10.1093/wber/lhh045,Trade Liberalization and Industry Wage Structure: Evidence from Brazil,0.6612,0.7007,0.5406,1,1,1,0.6303,0.8072,1,2004,22,163,7.087,4,1,1188,3,0.983,relevant,2
q10-trade-liberalization-wage-inequality,10.1016/j.jmoneco.2004.04.012,Trade liberalization and the skill premium in developing economies,0.7607,0.6069,0.6421,1,1,1,0.6668,0.8039,0,2005,21,25,1.1364,2,0,0,4,0.996,relevant,2
q10-trade-liberalization-wage-inequality,10.1016/0306-9192(92)90056-4,Agricultural trade liberalization implications for developing countries,0.7424,0.5138,0.6732,1,1,1,0.6356,0.8011,0,1992,34,5,0.1429,0,0,0,0,0.5,partial,1
q10-trade-liberalization-wage-inequality,10.1111/j.0092-5853.2003.00546.x,Short‐ versus Long‐Run Implications of Trade Liberalization for Poverty in Three Developing Countries,0.6905,0.5828,0.6717,1,1,1,0.6465,0.7995,0,2003,23,18,0.75,0,0,0,3,0.965,partial,1
q11-teacher-quality-student-learning,10.1162/edfp_a_00180,"Linking Teacher Quality, Student Attendance, and Student Achievement",0.6594,0.5249,0.6495,1,1,1,0.6081,0.8167,0,2016,10,211,19.1818,0,1,740,0,0.901,relevant,2
q11-teacher-quality-student-learning,10.1162/edfp.a.441,Presidential Essay: AEFP’s Role in an Evidence-Informed Education Ecosystem,0.4849,0.4258,0.421,1,0,0,0.4849,0.4838,0,2026,0,0,0,2,1,20422,0,0.5,irrelevant,0
q11-teacher-quality-student-learning,10.1002/jae.2539,Teacher Quality and Student Achievement: Evidence from a Sample of Dutch Twins,0.5872,0.5141,0.5388,1,1,1,0.5458,0.8121,0,2016,10,65,5.9091,3,1,1203,3,0.5,relevant,2
q11-teacher-quality-student-learning,10.1086/653808,Does Professor Quality Matter? Evidence from Random Assignment of Students to Professors,0.675,0.5222,0.5013,1,1,1,0.5612,0.8097,0,2010,16,499,29.3529,5,1,703,5,0.998,relevant,2
q11-teacher-quality-student-learning,10.3368/jhr.1023-13180r2,How to Measure a Teacher,0.6205,0.4766,0.5239,1,1,1,0.5371,0.8018,0,2024,2,3,1,0,1,764,3,0.99,relevant,2
q11-teacher-quality-student-learning,10.1086/722227,The Multidimensional Impact of Teachers on Students,0.6153,0.5028,0.6531,1,1,1,0.5868,0.7996,0,2022,4,58,11.6,2,1,745,5,0.998,relevant,2
q11-teacher-quality-student-learning,10.3386/w18624,"Non-Cognitive Ability, Test Scores, and Teacher Quality: Evidence from 9th Grade Teachers in North Carolina",0.5857,0.5284,0.6413,1,1,1,0.5833,0.7957,0,2012,14,152,10.1333,0,1,825,0,0.5,relevant,2
q11-teacher-quality-student-learning,10.1016/j.learninstruc.2022.101600,"Opening up the black box: Teacher competence, instructional quality, and students’ learning progress",0.6502,0.6233,0.5485,1,1,1,0.6058,0.7948,0,2022,4,234,46.8,3,1,1075,0,0.5,partial,1
q11-teacher-quality-student-learning,10.1086/676017,Teacher Quality at the High School Level: The Importance of Accounting for Tracks,0.6151,0.4587,0.5636,1,1,1,0.5418,0.7896,0,2014,12,63,4.8462,0,1,656,0,0.5,relevant,2
q11-teacher-quality-student-learning,10.1016/j.labeco.2016.01.005,Estimating effects of school quality using multiple proxies,0.5553,0.5307,0.6179,1,1,1,0.5668,0.7863,0,2016,10,15,1.3636,3,1,932,3,0.975,partial,1
q11-teacher-quality-student-learning,10.1111/j.1468-0262.2005.00584.x,"Teachers, Schools, and Academic Achievement",0.651,0.5283,0.6372,1,1,1,0.6029,0.785,0,2005,21,4369,198.5909,3,1,1034,5,1,relevant,2
q11-teacher-quality-student-learning,10.1257/aer.100.2.267,Generalizations about Using Value-Added Measures of Teacher Quality,0.6218,0.5328,0.4837,1,1,1,0.5432,0.7816,0,2010,16,782,46,0,1,666,0,0.5,relevant,2
q11-teacher-quality-student-learning,10.1162/edfp_a_00251,Validating Teacher Effects on Students’ Attitudes and Behaviors: Evidence from Random Assignment of Teachers to Students,0.6487,0.4952,0.6336,1,1,1,0.5882,0.7793,0,2017,9,34,3.4,5,1,1253,0,0.901,relevant,2
q11-teacher-quality-student-learning,10.3386/w17722,Teacher Quality at the High-School Level: The Importance of Accounting for Tracks,0.6272,0.4789,0.595,1,1,1,0.5633,0.7792,0,2012,14,10,0.6667,4,1,731,0,0.5,relevant,2
q11-teacher-quality-student-learning,10.64780/jole.v1i3.88,Teacher Competence and Student Learning Outcomes: A Correlational Study in Primary Education,0.6569,0.6309,0.554,1,1,1,0.6123,0.7747,0,2025,1,4,2,4,1,2329,0,0.5,partial,1
q11-teacher-quality-student-learning,10.3386/w22805,The Compositional Effect of Rigorous Teacher Evaluation on Workforce Quality,0.6057,0.5847,0.5564,1,1,1,0.5819,0.7739,0,2016,10,12,1.0909,2,1,1076,0,0.5,partial,1
q11-teacher-quality-student-learning,10.1093/qje/qjw016,Teacher Quality and Learning Outcomes in Kindergarten*,0.6148,0.4965,0.5421,1,1,1,0.549,0.7719,0,2016,10,365,33.1818,5,1,872,5,0.999,relevant,2
q11-teacher-quality-student-learning,10.1920/wp.ifs.2016.0916,Teacher Quality and Learning Outcomes in Kindergarten,0.6211,0.506,0.5454,1,1,1,0.5555,0.7715,0,2017,9,26,2.6,0,1,905,0,0.5,relevant,2
q11-teacher-quality-student-learning,10.3386/w27089,Do Differences in School Quality Generate Heterogeneity in the Causal Returns to Education?,0.562,0.548,0.6015,1,1,1,0.5701,0.771,0,2020,6,4,0.5714,0,1,1009,0,0.5,partial,1
q11-teacher-quality-student-learning,10.2307/2109862,Does School Quality Matter? Evidence from the National Longitudinal Survey of Youth,0.512,0.4816,0.5412,1,1,1,0.511,0.7709,0,1995,31,344,10.75,0,1,735,0,0.5,partial,1
q12-climate-shocks-poverty-food,10.1002/fes3.567,The ripple effects of climate change on agricultural sustainability and food security in Africa,0.7325,0.6552,0.7582,1,1,1,0.7139,0.8225,0,2024,2,60,20,0,1,1587,0,0.5,partial,1
q12-climate-shocks-poverty-food,10.1016/j.crm.2014.10.001,The Household Economy Approach. Managing the impact of climate change on poverty and food security in developing countries,0.6948,0.7007,0.7089,1,1,1,0.7015,0.7605,0,2014,12,93,7.1538,0,1,1574,0,0.5,partial,1
q12-climate-shocks-poverty-food,10.1016/j.worlddev.2021.105511,Food insecurity and compound environmental shocks in Nepal: Implications for a changing climate,0.7185,0.5744,0.714,1,1,1,0.6654,0.8114,0,2021,5,43,7.1667,0,0,0,3,0.977,relevant,2
q12-climate-shocks-poverty-food,10.37939/jhcc.v3i1.4,Climate Change Causes Food Insecurity for Developing Countries,0.785,0.6641,0.764,1,1,1,0.7358,0.8112,0,2024,2,2,0.6667,0,1,2146,0,0.5,partial,1
q12-climate-shocks-poverty-food,10.1590/0102-311xen217824,"Climate change, food insecurity, and the impacts on child health and nutrition in Brazil: proposal for a conceptual model",0.7268,0.6657,0.7794,1,1,1,0.7225,0.8063,1,2025,1,0,0,0,1,1698,0,0.5,partial,1
q12-climate-shocks-poverty-food,10.1596/978-1-4648-0673-5,Shock Waves: Managing the Impacts of Climate Change on Poverty,0.7921,0.7094,0.6887,1,1,1,0.7287,0.7968,0,2015,11,741,61.75,0,1,2323,0,0.5,relevant,2
q12-climate-shocks-poverty-food,10.1016/0306-9192(80)90055-x,Food insecurity in developing countries,0.4992,0.6513,0.8227,1,1,1,0.6443,0.7963,0,1980,46,64,1.3617,0,0,0,3,0.934,partial,1
q12-climate-shocks-poverty-food,10.1016/0305-750x(89)90247-7,On the causes of food insecurity in less developed countries: An empirical evaluation,0.5189,0.6861,0.8109,1,1,1,0.6609,0.7955,0,1989,37,17,0.4474,0,0,0,0,0.5,partial,1
q12-climate-shocks-poverty-food,10.1002/fes3.261,"Impacts of land use, population, and climate change on global food security",0.7398,0.6281,0.7592,1,1,1,0.7066,0.7929,0,2020,6,538,76.8571,1,1,1859,0,0.5,partial,1
q12-climate-shocks-poverty-food,10.1016/j.worlddev.2019.104691,Climate and poverty in Africa South of the Sahara,0.7183,0.6809,0.6514,1,1,1,0.683,0.7908,0,2019,7,141,17.625,1,1,2048,0,0.5,relevant,2
q12-climate-shocks-poverty-food,10.1080/00220388.2023.2236272,Impact of Weather Shocks on Food Security: How Effective are Forests as Natural Insurance?,0.7327,0.6375,0.7215,1,1,1,0.6959,0.7897,0,2023,3,6,1.5,3,1,1260,3,0.95,relevant,2
q12-climate-shocks-poverty-food,10.1016/j.foodpol.2025.102910,"Climate shocks, household food security and welfare in Afghanistan",0.7266,0.6566,0.6935,1,1,1,0.6916,0.7895,0,2025,1,5,2.5,3,1,1784,3,0.934,relevant,2
q12-climate-shocks-poverty-food,10.1016/j.jafr.2024.100978,Food insecurity in East Africa: An integrated strategy to address climate change impact and violence conflict,0.6741,0.6494,0.7793,1,1,1,0.6987,0.7875,0,2024,2,57,19,1,1,1938,0,0.5,partial,1
q12-climate-shocks-poverty-food,10.1016/s0169-5150(99)00051-1,The geography and causes of food insecurity in developing countries,0.5452,0.6807,0.8427,1,1,1,0.6788,0.7863,0,2000,26,50,1.8519,0,1,1447,0,0.5,partial,1
q12-climate-shocks-poverty-food,10.26565/2524-2547-2025-70-03,IMPACTS OF INCOME SHOCKS AND SOCIAL PROTECTION ON RURAL HOUSEHOLDS’ FOOD INSECURITY EXPERIENCES DURING THE COVID-19 PANDEMIC IN CONFLICT-AFFECTED STATES IN NORTHERN NIGERIA,0.635,0.6893,0.7366,1,1,1,0.6857,0.7857,0,2025,1,1,0.5,0,1,2042,0,0.5,partial,1
