qid,doi,title,facet_sim_0,facet_sim_1,facet_sim_2,facet_sim_0_above_floor,facet_sim_1_above_floor,facet_sim_2_above_floor,facet_sims_geometric_mean,single_vector_sim,geography_hit,year,age_years,citation_count,citation_rate,sms_level,has_abstract,abstract_length,abs_rating_numeric,repec_percentile,label,label_int
q07-childcare-female-labor-participation,10.3386/w33835,The Effect of Childcare Access on Women's Careers and Firm Performance,0.6315,0.6747,0.6186,1,1,1,0.6412,0.7973,0,2025,1,1,0.5,2,1,681,0,0.5,relevant,2
q07-childcare-female-labor-participation,10.1093/epolic/eiae037,"Longer school schedules, childcare and the quality of mothers’ employment",0.6021,0.6832,0.6343,1,1,1,0.639,0.7729,1,2024,2,0,0,2,1,1535,0,0.5,relevant,2
q07-childcare-female-labor-participation,10.1016/j.labeco.2015.07.003,Does the cost of child care affect female labor market participation? An evaluation of a French reform of childcare subsidies,0.6234,0.5552,0.6124,1,1,1,0.5962,0.772,0,2015,11,134,11.1667,0,0,0,3,0.975,relevant,2
q07-childcare-female-labor-participation,10.1093/wber/lhae004,Public Child Care Provision: Unraveling the Consequences of Implementation Variations for Women's Time Allocation,0.6339,0.6752,0.6137,1,1,1,0.6405,0.7715,1,2024,2,1,0.3333,3,1,1050,3,0.983,relevant,2
q07-childcare-female-labor-participation,10.1111/j.1468-232x.1977.tb00102.x,Changing Patterns of Female Labor Force Participation,0.8053,0.3954,0.7181,1,0,1,0.7604,0.7688,0,1977,49,3,0.06,0,0,0,0,0.5,partial,1
q07-childcare-female-labor-participation,10.1016/j.labeco.2021.102100,Does more free childcare help parents work more?,0.5685,0.6771,0.5451,1,1,1,0.5942,0.7673,0,2021,5,37,6.1667,4,1,974,3,0.975,relevant,2
q07-childcare-female-labor-participation,10.1257/app.20230227,"Childcare, Labor Supply, and Business Development: Experimental Evidence from Uganda",0.6085,0.6684,0.6369,1,1,1,0.6375,0.7664,0,2025,1,13,6.5,4,1,731,0,0.5,relevant,2
q07-childcare-female-labor-participation,10.18235/0001449,"Female Labor Force Participation, Labor Market Dynamic and Growth in LAC",0.7822,0.5158,0.746,1,1,1,0.6702,0.7659,1,2019,7,0,0,0,1,1195,0,0.5,partial,1
q07-childcare-female-labor-participation,10.3386/w34831,"More Hours, More Work: Head Start Expansions Boost Maternal Employment",0.6263,0.6568,0.6054,1,1,1,0.6292,0.7624,0,2026,0,0,0,4,1,776,0,0.5,relevant,2
q07-childcare-female-labor-participation,10.3386/w17678,"Family Proximity, Childcare, and Women's Labor Force Attachment",0.6293,0.6579,0.6329,1,1,1,0.6399,0.7589,0,2011,15,23,1.4375,1,1,888,0,0.5,relevant,2
q07-childcare-female-labor-participation,10.1596/1813-9450-9828,Childcare and Mothers' Labor Market Outcomes in Lower- and Middle-Income Countries,0.6528,0.6462,0.6663,1,1,1,0.655,0.7526,0,2021,5,45,7.5,0,1,958,0,0.5,relevant,2
q08-land-titling-investment,10.1016/j.jdeveco.2023.103238,"Property rights, factor allocation and household welfare: Experimental evidence from a land titling program in India",0.6076,0.7738,0.6217,1,1,1,0.6637,0.8407,0,2023,3,15,3.75,5,1,678,0,0.5,relevant,2
q08-land-titling-investment,10.1086/725453,The Power of Securing Property Rights: Evidence from China’s Land Titling Policy,0.5423,0.7117,0.5692,1,1,1,0.6034,0.7937,0,2023,3,8,2,4,1,715,3,0.962,relevant,2
q08-land-titling-investment,10.1080/00220388.2018.1506576,Heterogeneous Effects of Urban Land Titling: A Replication of ‘Property Rights for the Poor’,0.6025,0.7204,0.6218,1,1,1,0.6462,0.7866,0,2018,8,3,0.3333,4,1,786,3,0.95,relevant,2
q08-land-titling-investment,10.1016/j.jdeveco.2022.102853,Land property rights and rural enterprise growth: Evidence from land titling reform in China,0.4795,0.7706,0.4793,1,1,1,0.5616,0.7839,0,2022,4,128,25.6,0,0,0,0,0.5,relevant,2
q08-land-titling-investment,10.3386/w22482,The Deregularization of Land Titles,0.6032,0.7416,0.6085,1,1,1,0.6481,0.7788,1,2016,10,10,0.9091,4,1,798,0,0.5,relevant,2
q08-land-titling-investment,10.1093/jeea/jvab034,"Digitization and Development: Property Rights Security, and Land and Labor Markets",0.5902,0.7342,0.6009,1,1,1,0.6386,0.7679,0,2021,5,38,6.3333,4,1,1172,4,0.994,relevant,2
q08-land-titling-investment,10.1080/00220388.2015.1075977,Inter-Generational Effects of Titling Programmes: Physical vs. Human Capital,0.6445,0.6428,0.6222,1,1,1,0.6364,0.766,1,2015,11,5,0.4167,4,1,640,0,0.5,relevant,2
q08-land-titling-investment,10.1596/1813-9450-10043,How Urban Land Titling and Registry Reform Affect Land and Credit Markets: Evidence from Lesotho,0.5523,0.7035,0.522,1,1,1,0.5875,0.7659,0,2022,4,3,0.6,2,1,1100,0,0.451,relevant,2
q08-land-titling-investment,10.1080/00220388.2023.2207254,Land Tenure and Agricultural Investment: Do Ugandan Polygynous Households Comport with Theory?,0.6483,0.7249,0.5618,1,1,1,0.6415,0.7629,0,2023,3,2,0.5,2,1,1299,3,0.95,partial,1
q08-land-titling-investment,10.1111/j.1574-0862.2004.tb00180.x,Investment and equity effects of land regularisation: the case of Nicaragua<sup>⋆</sup>,0.506,0.7086,0.4573,1,1,1,0.5473,0.7609,1,2004,22,78,3.3913,1,1,784,0,0.5,relevant,2
q08-land-titling-investment,10.3368/le.91.1.91,Property Rights and Productivity: The Case of Joint Land Titling in Vietnam,0.5266,0.7254,0.4991,1,1,1,0.5755,0.7598,0,2015,11,98,8.1667,3,1,578,0,0.5,relevant,2
q08-land-titling-investment,10.1016/j.worlddev.2020.105020,Property rights and risk aversion: Evidence from a titling program,0.4889,0.7176,0.4897,1,1,1,0.5559,0.755,1,2020,6,13,1.8571,2,1,521,0,0.5,partial,1
q08-land-titling-investment,10.1016/j.worlddev.2021.105654,Investment impacts of gendered land rights in customary tenure systems: Substantive and methodological insights from Malawi,0.6212,0.7142,0.5426,1,1,1,0.6221,0.7551,0,2021,5,39,6.5,2,1,903,3,0.977,partial,1
q08-land-titling-investment,10.1162/1542476054472937,Property Rights and Investment in Urban Slums,0.5902,0.7168,0.531,1,1,1,0.6079,0.7526,1,2005,21,75,3.4091,4,1,856,4,0.994,relevant,2
q08-land-titling-investment,10.18235/0011274,Titling and Chronic Diseases: Evidence from A Natural Experiment in Uruguay,0.6868,0.7092,0.6699,1,1,1,0.6885,0.7521,1,2008,18,0,0,3,1,468,0,0.5,partial,1
q08-land-titling-investment,10.1162/jeea.2005.3.2-3.279,Property Rights and Investment in Urban Slums,0.5871,0.713,0.529,1,1,1,0.605,0.7513,1,2005,21,367,16.6818,4,1,884,0,0.5,relevant,2
q08-land-titling-investment,10.1093/wber/5.1.135,Land Tenure and Property Rights: Theory and Implications for Development Policy,0.517,0.7594,0.5409,1,1,1,0.5966,0.7507,0,1991,35,721,20.0278,0,1,753,0,0.5,partial,1
q08-land-titling-investment,10.1093/ajae/aat001,Does Sharecropping Affect Long‐term Investment? Evidence from West Bengal's Tenancy Reforms,0.6513,0.7021,0.5768,1,1,1,0.6413,0.7505,0,2013,13,19,1.3571,2,1,823,3,0.965,partial,1
q08-land-titling-investment,10.18235/0011327,"Titling, Credit Constraints and Rental Markets in Rural Peru: Exploring Channels and Conditioned Impacts",0.554,0.6163,0.5397,1,1,1,0.5691,0.7503,1,2008,18,0,0,2,1,928,0,0.5,relevant,2
q08-land-titling-investment,10.18235/0013245,"Effects of Land Administration: Evaluation of Ecuador's Rural Land Administration Program, SigTierras (en)",0.5159,0.6953,0.5502,1,1,1,0.5822,0.7495,1,2024,2,0,0,4,1,1190,0,0.5,relevant,2
q09-early-nutrition-adult-earnings,10.3386/w29292,Effect of the Jamaica Early Childhood Stimulation Intervention on Labor Market Outcomes at Age 31,0.6283,0.5933,0.6117,1,1,1,0.611,0.7254,1,2021,5,25,4.1667,5,1,2555,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.1016/j.jpubeco.2018.08.008,Childhood nutrition and labor market outcomes: Evidence from a school breakfast program,0.6815,0.5911,0.5978,1,1,1,0.6222,0.7877,0,2018,8,32,3.5556,4,1,621,3,0.993,relevant,2
q09-early-nutrition-adult-earnings,10.2307/3559035,Incomes and Outcomes in Early Childhood,0.6639,0.6269,0.5642,1,1,1,0.6169,0.7693,0,2004,22,77,3.3478,0,0,0,3,0.99,partial,1
q09-early-nutrition-adult-earnings,10.1016/s0047-2727(00)00118-3,Early childhood nutrition and academic achievement: a longitudinal analysis,0.7361,0.5272,0.4752,1,1,1,0.5692,0.7674,0,2001,25,817,31.4231,0,0,0,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.1177/0379572120907763,Early Childhood Nutrition and Cognitive Functioning in Childhood and Adolescence,0.801,0.5696,0.5547,1,1,1,0.6325,0.763,1,2020,6,77,11,0,1,1965,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.1080/00220388.2019.1605056,"Early Childhood Nutrition, Parental Growth Perceptions and Educational Aspirations in Rural Burkina Faso",0.7587,0.5998,0.5727,1,1,1,0.6388,0.7597,0,2019,7,4,0.5,5,1,1418,3,0.95,partial,1
q09-early-nutrition-adult-earnings,10.1162/rest_a_00790,Infant Health Care and Long-Term Outcomes,0.6723,0.5942,0.6042,1,1,1,0.6226,0.7568,0,2018,8,74,8.2222,4,1,623,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.3368/jhr.xxxix.4.980,Incomes and Outcomes in Early Childhood,0.6481,0.6459,0.5791,1,1,1,0.6235,0.7559,0,2004,22,104,4.5217,2,1,663,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.1086/533542,"Early Childhood Nutrition, Schooling, and Sibling Inequality in a Dynamic Context: Evidence from South Africa",0.7137,0.5962,0.5338,1,1,1,0.6101,0.7543,0,2008,18,89,4.6842,2,1,808,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.1093/restud/rdab028,Long-Term Effects of Childhood Nutrition: Evidence from a School Lunch Reform,0.6713,0.5596,0.5134,1,1,1,0.5778,0.7509,0,2021,5,139,23.1667,4,1,913,0,0.5,relevant,2
q09-early-nutrition-adult-earnings,10.3386/w19185,Labor Market Returns to Early Childhood Stimulation: a 20-year Followup to an Experimental Intervention in Jamaica,0.625,0.6801,0.6602,1,1,1,0.6547,0.7485,1,2013,13,66,4.7143,5,1,876,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.6027/9789289329873-2-en,Long-Term Effects of Early Childhood Care and Education,0.6332,0.611,0.6065,1,1,1,0.6168,0.7477,0,2011,15,128,8,2,1,839,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.1093/jn/125.suppl_4.1027s,The effects of improved nutrition in early childhood: the Institute of Nutrition of Central America and Panama (INCAP) follow-up study.,0.7651,0.5861,0.5498,1,1,1,0.6271,0.7459,1,1995,31,174,5.4375,2,1,1272,0,0.5,relevant,2
q09-early-nutrition-adult-earnings,10.1596/16953,Improving Nutrition through Multisectoral Approaches,0.7801,0.6185,0.5767,1,1,1,0.6529,0.7446,0,2013,13,128,9.1429,0,1,1283,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.3386/w26691,Effects of the Minimum Wage on Child Health,0.676,0.6363,0.6345,1,1,1,0.6487,0.7429,0,2020,6,5,0.7143,4,1,707,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.1016/j.jpubeco.2023.105046,Early childhood human capital formation at scale,0.7361,0.6131,0.5834,1,1,1,0.6409,0.7399,0,2024,2,7,2.3333,5,1,871,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.1086/719364,Effects of the Minimum Wage on Child Health,0.6391,0.5932,0.5774,1,1,1,0.6027,0.7377,0,2022,4,18,3.6,4,1,616,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.3386/w22993,The Life-cycle Benefits of an Influential Early Childhood Program,0.6289,0.6389,0.5967,1,1,1,0.6213,0.7374,0,2016,10,139,12.6364,5,1,624,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.3386/w18535,Long Run Impacts of Childhood Access to the Safety Net,0.6828,0.6237,0.6015,1,1,1,0.6351,0.7368,0,2012,14,68,4.5333,3,1,1264,0,0.5,partial,1
q10-trade-liberalization-wage-inequality,10.1111/j.1467-9361.2007.00388.x,Trade Liberalization and Wage Inequality: Evidence from India,0.6694,0.6987,0.5624,1,1,1,0.6407,0.8317,0,2007,19,189,9.45,3,1,835,2,0.918,relevant,2
q10-trade-liberalization-wage-inequality,10.18235/0010785,Economics Reform and Wage Differentials in Latin America,0.6389,0.7567,0.6187,1,1,1,0.6688,0.7851,1,2000,26,0,0,2,1,1082,0,0.5,partial,1
q10-trade-liberalization-wage-inequality,10.1016/j.jinteco.2019.05.001,Trading off the income gains and the inequality costs of trade policy,0.6151,0.6414,0.4707,1,1,1,0.5705,0.7115,0,2019,7,60,7.5,1,1,1435,4,0.994,relevant,2
q10-trade-liberalization-wage-inequality,10.1016/s0304-3878(99)00007-3,Trade liberalization and wage inequality,0.6926,0.7518,0.5077,1,1,1,0.6418,0.8848,0,1999,27,366,13.0714,0,0,0,3,0.991,relevant,2
q10-trade-liberalization-wage-inequality,10.1111/j.0013-0133.2004.00188.x,Trade Liberalisation and Wages in Developing Countries,0.6759,0.6379,0.6563,1,1,1,0.6565,0.8592,1,2004,22,163,7.087,2,1,683,4,0.994,relevant,2
q10-trade-liberalization-wage-inequality,10.1111/j.1467-9396.2007.00674.x,"Trade, Wage Gaps, and Specific Human Capital Accumulation*",0.7099,0.7239,0.6592,1,1,1,0.6971,0.8451,0,2007,19,37,1.85,0,1,674,0,0.5,partial,1
q10-trade-liberalization-wage-inequality,10.1111/ehr.13234,Review of periodical literature for 2021,0.569,0.4855,0.5462,1,1,1,0.5324,0.5248,0,2022,4,0,0,2,1,20778,4,0.847,irrelevant,0
q10-trade-liberalization-wage-inequality,10.1016/j.worlddev.2008.06.002,Trade and Income Inequality in Developing Countries,0.5897,0.7133,0.705,1,1,1,0.6669,0.8406,0,2008,18,390,20.5263,0,0,0,3,0.977,relevant,2
q10-trade-liberalization-wage-inequality,10.1111/padr.12438,"CharlesGoodhart and ManojPradhanThe Great Demographic Reversal: Ageing Societies, Waning Inequality, and an Inflation RevivalPalgrave‐Macmillan, 2020, 280 p., €29.99.",0.6149,0.5887,0.6702,1,1,1,0.6237,0.6361,0,2021,5,0,0,1,1,12944,0,0.5,irrelevant,0
q10-trade-liberalization-wage-inequality,10.1093/ei/cbh061,Trade and Wage Inequality in Developing Countries,0.6162,0.7321,0.6964,1,1,1,0.6798,0.8337,0,2004,22,152,6.6087,0,1,336,0,0.5,relevant,2
q10-trade-liberalization-wage-inequality,10.1111/j.1467-9396.2010.00887.x,"Wage Inequality, Increased Competition, and Trade Liberalization: Short Run vs Long Run",0.6663,0.7661,0.6151,1,1,1,0.6797,0.8299,0,2010,16,30,1.7647,2,1,911,2,0.949,relevant,2
q10-trade-liberalization-wage-inequality,10.1016/s0304-3878(03)00117-2,The impact of trade liberalization on wage inequality: evidence from Argentina,0.5995,0.6719,0.5177,1,1,1,0.593,0.829,1,2003,23,204,8.5,0,0,0,3,0.991,relevant,2
q10-trade-liberalization-wage-inequality,10.52587/jems020201,THE IMPACT OF TRADE LIBERALIZATION ON EMPLOYMENT AND WAGES: PANEL EVIDENCE FROM DEVELOPING COUNTRIES,0.7611,0.6993,0.7173,1,1,1,0.7255,0.8272,0,2021,5,0,0,3,1,1441,0,0.5,relevant,2
q10-trade-liberalization-wage-inequality,10.1016/j.worlddev.2006.02.010,Economic Liberalization and Wage Inequality in India,0.5913,0.7135,0.5485,1,1,1,0.614,0.8116,0,2006,20,144,6.8571,0,0,0,3,0.977,relevant,2
q10-trade-liberalization-wage-inequality,10.1086/732798,Between Sticky Floors and Glass Ceilings: Trade Liberalization and Wage Inequality by Gender and Race in Brazil,0.6817,0.7314,0.6405,1,1,1,0.6835,0.808,1,2024,2,1,0.3333,4,1,795,3,0.962,relevant,2
q10-trade-liberalization-wage-inequality,10.1093/wber/lhh045,Trade Liberalization and Industry Wage Structure: Evidence from Brazil,0.6515,0.7161,0.5683,1,1,1,0.6424,0.8072,1,2004,22,163,7.087,4,1,1188,3,0.983,relevant,2
q10-trade-liberalization-wage-inequality,10.1016/j.jmoneco.2004.04.012,Trade liberalization and the skill premium in developing economies,0.7335,0.6424,0.6555,1,1,1,0.6759,0.8038,0,2005,21,25,1.1364,0,0,0,4,0.996,relevant,2
q10-trade-liberalization-wage-inequality,10.1016/0306-9192(92)90056-4,Agricultural trade liberalization implications for developing countries,0.7346,0.5177,0.6736,1,1,1,0.6351,0.8012,0,1992,34,5,0.1429,0,0,0,0,0.5,partial,1
q10-trade-liberalization-wage-inequality,10.1111/j.0092-5853.2003.00546.x,Short‐ versus Long‐Run Implications of Trade Liberalization for Poverty in Three Developing Countries,0.6633,0.5611,0.6738,1,1,1,0.6306,0.7995,0,2003,23,18,0.75,0,0,0,3,0.965,partial,1
q11-teacher-quality-student-learning,10.1162/edfp_a_00180,"Linking Teacher Quality, Student Attendance, and Student Achievement",0.7369,0.7115,0.6309,1,1,1,0.6916,0.8166,0,2016,10,211,19.1818,0,1,740,0,0.901,relevant,2
q11-teacher-quality-student-learning,10.1162/edfp.a.441,Presidential Essay: AEFP’s Role in an Evidence-Informed Education Ecosystem,0.4921,0.4839,0.4261,1,1,0,0.488,0.4838,0,2026,0,0,0,2,1,20422,0,0.5,irrelevant,0
q11-teacher-quality-student-learning,10.1002/jae.2539,Teacher Quality and Student Achievement: Evidence from a Sample of Dutch Twins,0.6722,0.629,0.5579,1,1,1,0.6178,0.8118,0,2016,10,65,5.9091,3,1,1203,3,0.5,relevant,2
q11-teacher-quality-student-learning,10.1086/653808,Does Professor Quality Matter? Evidence from Random Assignment of Students to Professors,0.7204,0.6102,0.4872,1,1,1,0.5983,0.8094,0,2010,16,499,29.3529,5,1,703,5,0.998,relevant,2
q11-teacher-quality-student-learning,10.3368/jhr.1023-13180r2,How to Measure a Teacher,0.7264,0.6687,0.4984,1,1,1,0.6233,0.8015,0,2024,2,3,1,2,1,764,3,0.99,relevant,2
q11-teacher-quality-student-learning,10.1086/722227,The Multidimensional Impact of Teachers on Students,0.7336,0.7081,0.5756,1,1,1,0.6687,0.7994,0,2022,4,58,11.6,2,1,745,5,0.998,relevant,2
q11-teacher-quality-student-learning,10.3386/w18624,"Non-Cognitive Ability, Test Scores, and Teacher Quality: Evidence from 9th Grade Teachers in North Carolina",0.6793,0.7072,0.6169,1,1,1,0.6667,0.7957,0,2012,14,152,10.1333,2,1,825,0,0.5,relevant,2
q11-teacher-quality-student-learning,10.1016/j.learninstruc.2022.101600,"Opening up the black box: Teacher competence, instructional quality, and students’ learning progress",0.761,0.66,0.5684,1,1,1,0.6584,0.7945,0,2022,4,234,46.8,3,1,1075,0,0.5,partial,1
q11-teacher-quality-student-learning,10.1086/676017,Teacher Quality at the High School Level: The Importance of Accounting for Tracks,0.6701,0.6256,0.532,1,1,1,0.6064,0.7894,0,2014,12,63,4.8462,2,1,656,0,0.5,relevant,2
q11-teacher-quality-student-learning,10.1016/j.labeco.2016.01.005,Estimating effects of school quality using multiple proxies,0.6794,0.7008,0.6281,1,1,1,0.6687,0.7863,0,2016,10,15,1.3636,3,1,932,3,0.975,partial,1
q11-teacher-quality-student-learning,10.1111/j.1468-0262.2005.00584.x,"Teachers, Schools, and Academic Achievement",0.7424,0.7336,0.5841,1,1,1,0.6826,0.7849,0,2005,21,5022,228.2727,0,1,1034,5,1,relevant,2
q11-teacher-quality-student-learning,10.1257/aer.100.2.267,Generalizations about Using Value-Added Measures of Teacher Quality,0.7188,0.6401,0.4783,1,1,1,0.6037,0.7813,0,2010,16,782,46,2,1,666,0,0.5,relevant,2
q11-teacher-quality-student-learning,10.1162/edfp_a_00251,Validating Teacher Effects on Students’ Attitudes and Behaviors: Evidence from Random Assignment of Teachers to Students,0.6979,0.6256,0.6559,1,1,1,0.6591,0.7792,0,2017,9,34,3.4,5,1,1253,0,0.901,relevant,2
q11-teacher-quality-student-learning,10.3386/w17722,Teacher Quality at the High-School Level: The Importance of Accounting for Tracks,0.6985,0.6587,0.5802,1,1,1,0.6439,0.779,0,2012,14,10,0.6667,4,1,731,0,0.5,relevant,2
q11-teacher-quality-student-learning,10.64780/jole.v1i3.88,Teacher Competence and Student Learning Outcomes: A Correlational Study in Primary Education,0.7561,0.7056,0.5579,1,1,1,0.6677,0.7745,0,2025,1,4,2,4,1,2329,0,0.5,partial,1
q11-teacher-quality-student-learning,10.3386/w22805,The Compositional Effect of Rigorous Teacher Evaluation on Workforce Quality,0.7507,0.6086,0.5228,1,1,1,0.6205,0.7736,0,2016,10,12,1.0909,2,1,1076,0,0.5,partial,1
q11-teacher-quality-student-learning,10.1093/qje/qjw016,Teacher Quality and Learning Outcomes in Kindergarten*,0.7289,0.6874,0.533,1,1,1,0.644,0.7716,0,2016,10,365,33.1818,5,1,872,5,0.999,relevant,2
q11-teacher-quality-student-learning,10.1920/wp.ifs.2016.0916,Teacher Quality and Learning Outcomes in Kindergarten,0.7292,0.6886,0.5451,1,1,1,0.6493,0.7713,0,2017,9,26,2.6,5,1,905,0,0.5,relevant,2
q11-teacher-quality-student-learning,10.3386/w27089,Do Differences in School Quality Generate Heterogeneity in the Causal Returns to Education?,0.6511,0.6526,0.6172,1,1,1,0.6401,0.7711,0,2020,6,4,0.5714,3,1,1009,0,0.5,partial,1
q11-teacher-quality-student-learning,10.2307/2109862,Does School Quality Matter? Evidence from the National Longitudinal Survey of Youth,0.6019,0.6684,0.4974,1,1,1,0.5849,0.7708,0,1995,31,344,10.75,2,1,735,0,0.5,partial,1
q12-climate-shocks-poverty-food,10.1002/fes3.567,The ripple effects of climate change on agricultural sustainability and food security in Africa,0.7302,0.6568,0.7043,1,1,1,0.6964,0.8226,0,2024,2,60,20,0,1,1587,0,0.5,partial,1
q12-climate-shocks-poverty-food,10.1016/j.crm.2014.10.001,The Household Economy Approach. Managing the impact of climate change on poverty and food security in developing countries,0.6992,0.6949,0.6607,1,1,1,0.6847,0.7605,0,2014,12,93,7.1538,0,1,1574,0,0.5,partial,1
q12-climate-shocks-poverty-food,10.1016/j.worlddev.2021.105511,Food insecurity and compound environmental shocks in Nepal: Implications for a changing climate,0.7075,0.5638,0.6735,1,1,1,0.6453,0.8115,0,2021,5,43,7.1667,0,1,251,3,0.977,relevant,2
q12-climate-shocks-poverty-food,10.37939/jhcc.v3i1.4,Climate Change Causes Food Insecurity for Developing Countries,0.7681,0.6584,0.7069,1,1,1,0.7097,0.8112,0,2024,2,2,0.6667,1,1,2146,0,0.5,partial,1
q12-climate-shocks-poverty-food,10.1590/0102-311xen217824,"Climate change, food insecurity, and the impacts on child health and nutrition in Brazil: proposal for a conceptual model",0.7238,0.6672,0.7396,1,1,1,0.7095,0.8063,1,2025,1,0,0,0,1,1698,0,0.5,partial,1
q12-climate-shocks-poverty-food,10.1596/978-1-4648-0673-5,Shock Waves: Managing the Impacts of Climate Change on Poverty,0.7738,0.7096,0.6457,1,1,1,0.7077,0.7968,0,2015,11,741,61.75,0,1,2323,0,0.5,relevant,2
q12-climate-shocks-poverty-food,10.1016/0306-9192(80)90055-x,Food insecurity in developing countries,0.5082,0.6294,0.7887,1,1,1,0.6318,0.7966,0,1980,46,64,1.3617,0,0,0,3,0.934,partial,1
q12-climate-shocks-poverty-food,10.1016/0305-750x(89)90247-7,On the causes of food insecurity in less developed countries: An empirical evaluation,0.5295,0.6623,0.7844,1,1,1,0.6504,0.7959,0,1989,37,17,0.4474,0,0,0,0,0.5,partial,1
q12-climate-shocks-poverty-food,10.1002/fes3.261,"Impacts of land use, population, and climate change on global food security",0.7274,0.6257,0.7145,1,1,1,0.6877,0.793,0,2020,6,538,76.8571,1,1,1859,0,0.5,partial,1
q12-climate-shocks-poverty-food,10.1016/j.worlddev.2019.104691,Climate and poverty in Africa South of the Sahara,0.7237,0.69,0.6161,1,1,1,0.6751,0.7909,0,2019,7,141,17.625,1,1,2048,0,0.5,relevant,2
q12-climate-shocks-poverty-food,10.1080/00220388.2023.2236272,Impact of Weather Shocks on Food Security: How Effective are Forests as Natural Insurance?,0.7295,0.6371,0.6846,1,1,1,0.6827,0.7898,0,2023,3,6,1.5,3,1,1260,3,0.95,relevant,2
q12-climate-shocks-poverty-food,10.1016/j.foodpol.2025.102910,"Climate shocks, household food security and welfare in Afghanistan",0.7204,0.6336,0.6399,1,1,1,0.6635,0.7897,0,2025,1,5,2.5,3,1,1784,3,0.934,relevant,2
q12-climate-shocks-poverty-food,10.1016/j.jafr.2024.100978,Food insecurity in East Africa: An integrated strategy to address climate change impact and violence conflict,0.6784,0.6578,0.7244,1,1,1,0.6863,0.7876,0,2024,2,57,19,1,1,1938,0,0.5,partial,1
q12-climate-shocks-poverty-food,10.1016/s0169-5150(99)00051-1,The geography and causes of food insecurity in developing countries,0.5483,0.6758,0.8059,1,1,1,0.6684,0.7866,0,2000,26,50,1.8519,1,1,1447,0,0.5,partial,1
q12-climate-shocks-poverty-food,10.1057/s41599-024-02847-3,Climate change and food security in South Asia: the importance of renewable energy and agricultural credit,0.6892,0.6204,0.6672,1,1,1,0.6583,0.7855,0,2024,2,60,20,2,1,1275,0,0.692,partial,1
q12-climate-shocks-poverty-food,10.3389/fsufs.2021.691191,Food Security and Climate Change: Differences in Impacts and Adaptation Strategies for Rural Communities in the Global South and North,0.6854,0.6505,0.7105,1,1,1,0.6817,0.7856,0,2022,4,90,18,0,1,1344,0,0.5,partial,1
q12-climate-shocks-poverty-food,10.1016/j.eneco.2021.105338,"Energy poverty, climate shocks, and health deprivations",0.6903,0.7163,0.6577,1,1,1,0.6877,0.7855,0,2021,5,122,20.3333,0,1,923,3,0.982,partial,1
q12-climate-shocks-poverty-food,10.1371/journal.pone.0293563,"RETRACTED: Socioeconomic shocks, social protection and household food security amidst COVID-19 pandemic in Africa’s largest economy",0.6419,0.6826,0.7003,1,1,1,0.6745,0.7843,0,2024,2,17,5.6667,2,1,1687,0,0.836,partial,1
q12-climate-shocks-poverty-food,10.3390/agriculture14101729,"Smallholder Farmers’ Climate Change Adaptation Strategies and Their Effect on Household Food Security: Evidence from KwaZulu-Natal, South Africa",0.6989,0.6221,0.6524,1,1,1,0.657,0.7827,0,2024,2,6,2,1,1,1181,0,0.578,partial,1
q13-financial-inclusion-resilience,10.3390/su162411065,Understanding the Role of Financial Literacy in Enhancing Economic Stability and Resilience in Montenegro: A Data-Driven Approach,0.7057,0.738,0.6333,1,1,1,0.6909,0.7201,0,2024,2,33,11,2,1,1756,0,0.816,partial,1
q13-financial-inclusion-resilience,10.1080/00220388.2021.2013467,The Gender-Differential Effect of Financial Inclusion on Household Financial Resilience,0.7156,0.7726,0.6145,1,1,1,0.6978,0.8176,0,2022,4,87,17.4,2,1,1044,3,0.95,relevant,2
q13-financial-inclusion-resilience,10.1080/00220388.2017.1380798,Thinking Inside the Box: A Closer Look at Financial Inclusion and Household Income,0.6973,0.6892,0.6038,1,1,1,0.6621,0.7814,0,2017,9,195,19.5,2,1,645,0,0.5,partial,1
q13-financial-inclusion-resilience,10.1007/s10668-025-06040-7,Financial inclusion as a catalyst for poverty reduction: unraveling the impact amidst global challenges,0.7283,0.6472,0.5731,1,1,1,0.6464,0.7685,0,2025,1,4,2,0,0,0,0,0.5,partial,1
q13-financial-inclusion-resilience,10.5089/9781513568928.001,Financial Inclusion: Zooming in on Latin America,0.7655,0.7114,0.6493,1,1,1,0.7071,0.765,1,2015,11,65,5.4167,1,1,761,0,0.5,partial,1
q13-financial-inclusion-resilience,10.1016/j.jebo.2017.07.027,Is financial inclusion good for bank stability? International evidence,0.7033,0.6481,0.5302,1,1,1,0.6228,0.7635,0,2017,9,554,55.4,4,1,1040,3,0.973,partial,1
