qid,doi,title,facet_sim_0,facet_sim_1,facet_sim_2,facet_sim_0_above_floor,facet_sim_1_above_floor,facet_sim_2_above_floor,facet_sims_geometric_mean,single_vector_sim,geography_hit,geography_stored_lac,geography_stored_none,year,age_years,citation_count,citation_rate,sms_level,has_abstract,abstract_length,abs_rating_numeric,repec_percentile,label,label_int
q08-land-titling-investment,10.1086/725453,The Power of Securing Property Rights: Evidence from China’s Land Titling Policy,0.5448,0.7299,0.5641,1,1,1,0.6076,0.7937,0,0,0,2023,3,8,2,4,1,715,3,0.962,relevant,2
q08-land-titling-investment,10.1080/00220388.2018.1506576,Heterogeneous Effects of Urban Land Titling: A Replication of ‘Property Rights for the Poor’,0.6028,0.6851,0.6147,1,1,1,0.6332,0.7866,0,1,0,2018,8,3,0.3333,4,1,786,3,0.95,relevant,2
q08-land-titling-investment,10.1016/j.jdeveco.2022.102853,Land property rights and rural enterprise growth: Evidence from land titling reform in China,0.4851,0.7677,0.465,1,1,1,0.5574,0.7839,0,0,0,2022,4,134,26.8,0,0,0,3,0.991,relevant,2
q08-land-titling-investment,10.3386/w22482,The Deregularization of Land Titles,0.6008,0.7217,0.6064,1,1,1,0.6407,0.7788,0,1,0,2016,10,10,0.9091,4,1,798,0,0.5,relevant,2
q08-land-titling-investment,10.1093/jeea/jvab034,"Digitization and Development: Property Rights Security, and Land and Labor Markets",0.589,0.7345,0.6023,1,1,1,0.6387,0.7679,0,0,0,2021,5,38,6.3333,4,1,1172,4,0.994,relevant,2
q08-land-titling-investment,10.1080/00220388.2015.1075977,Inter-Generational Effects of Titling Programmes: Physical vs. Human Capital,0.643,0.6526,0.6039,1,1,1,0.6328,0.766,0,1,0,2015,11,5,0.4167,4,1,640,3,0.95,relevant,2
q08-land-titling-investment,10.1596/1813-9450-10043,How Urban Land Titling and Registry Reform Affect Land and Credit Markets: Evidence from Lesotho,0.5529,0.7128,0.5303,1,1,1,0.5934,0.7659,0,0,0,2022,4,3,0.6,2,1,1100,0,0.5,relevant,2
q08-land-titling-investment,10.1080/00220388.2023.2207254,Land Tenure and Agricultural Investment: Do Ugandan Polygynous Households Comport with Theory?,0.6449,0.7185,0.5579,1,1,1,0.637,0.7629,0,0,0,2023,3,2,0.5,2,1,1299,3,0.95,partial,1
q08-land-titling-investment,10.1111/j.1574-0862.2004.tb00180.x,Investment and equity effects of land regularisation: the case of Nicaragua<sup>⋆</sup>,0.5045,0.7162,0.4557,1,1,1,0.5481,0.7609,1,1,0,2004,22,78,3.3913,1,1,784,2,0.488,relevant,2
q08-land-titling-investment,10.3368/le.91.1.91,Property Rights and Productivity: The Case of Joint Land Titling in Vietnam,0.5244,0.7229,0.4951,1,1,1,0.5726,0.7598,0,0,0,2015,11,98,8.1667,3,1,578,3,0.935,relevant,2
q08-land-titling-investment,10.1016/j.worlddev.2020.105020,Property rights and risk aversion: Evidence from a titling program,0.4946,0.7416,0.4995,1,1,1,0.568,0.755,1,1,0,2020,6,13,1.8571,2,1,521,3,0.977,partial,1
q08-land-titling-investment,10.1016/j.worlddev.2021.105654,Investment impacts of gendered land rights in customary tenure systems: Substantive and methodological insights from Malawi,0.6198,0.7114,0.5335,1,1,1,0.6173,0.7551,0,0,0,2021,5,39,6.5,2,1,903,3,0.977,partial,1
q08-land-titling-investment,10.1162/1542476054472937,Property Rights and Investment in Urban Slums,0.5933,0.6701,0.5195,1,1,1,0.5911,0.7526,1,1,0,2005,21,75,3.4091,4,1,856,4,0.994,relevant,2
q08-land-titling-investment,10.18235/0011274,Titling and Chronic Diseases: Evidence from A Natural Experiment in Uruguay,0.6863,0.6977,0.6689,1,1,1,0.6842,0.7521,1,1,0,2008,18,1,0.0526,3,1,468,0,0.5,partial,1
q08-land-titling-investment,10.1162/jeea.2005.3.2-3.279,Property Rights and Investment in Urban Slums,0.5903,0.6658,0.5176,1,1,1,0.5881,0.7513,1,1,0,2005,21,367,16.6818,4,1,884,0,0.5,relevant,2
q08-land-titling-investment,10.1093/wber/5.1.135,Land Tenure and Property Rights: Theory and Implications for Development Policy,0.522,0.7643,0.5343,1,1,1,0.5974,0.7507,0,0,0,1991,35,721,20.0278,0,1,753,3,0.983,partial,1
q08-land-titling-investment,10.1093/ajae/aat001,Does Sharecropping Affect Long‐term Investment? Evidence from West Bengal's Tenancy Reforms,0.649,0.6678,0.5713,1,1,1,0.6279,0.7505,0,0,0,2013,13,19,1.3571,2,1,823,3,0.965,partial,1
q08-land-titling-investment,10.18235/0011327,"Titling, Credit Constraints and Rental Markets in Rural Peru: Exploring Channels and Conditioned Impacts",0.5543,0.6134,0.541,1,1,1,0.5687,0.7503,1,1,0,2008,18,10,0.5263,2,1,928,0,0.5,relevant,2
q08-land-titling-investment,10.18235/0013245,"Effects of Land Administration: Evaluation of Ecuador's Rural Land Administration Program, SigTierras (en)",0.5163,0.7002,0.5555,1,1,1,0.5856,0.7495,1,1,0,2024,2,2,0.6667,4,1,1190,0,0.5,relevant,2
q09-early-nutrition-adult-earnings,10.3386/w29292,Effect of the Jamaica Early Childhood Stimulation Intervention on Labor Market Outcomes at Age 31,0.5188,0.6276,0.6496,1,1,1,0.5958,0.7254,1,1,0,2021,5,25,4.1667,5,1,2555,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.1016/j.jpubeco.2018.08.008,Childhood nutrition and labor market outcomes: Evidence from a school breakfast program,0.6037,0.5939,0.5335,1,1,1,0.5762,0.7877,0,0,0,2018,8,32,3.5556,4,1,621,3,0.993,relevant,2
q09-early-nutrition-adult-earnings,10.2307/3559035,Incomes and Outcomes in Early Childhood,0.4801,0.6636,0.6915,1,1,1,0.604,0.7693,0,0,1,2004,22,77,3.3478,2,1,663,3,0.99,partial,1
q09-early-nutrition-adult-earnings,10.1016/s0047-2727(00)00118-3,Early childhood nutrition and academic achievement: a longitudinal analysis,0.6104,0.5998,0.6504,1,1,1,0.6198,0.7674,0,0,1,2001,25,817,31.4231,2,1,638,3,0.993,partial,1
q09-early-nutrition-adult-earnings,10.1177/0379572120907763,Early Childhood Nutrition and Cognitive Functioning in Childhood and Adolescence,0.6929,0.6224,0.7433,1,1,1,0.6844,0.763,1,1,0,2020,6,77,11,0,1,1965,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.1080/00220388.2019.1605056,"Early Childhood Nutrition, Parental Growth Perceptions and Educational Aspirations in Rural Burkina Faso",0.6587,0.6455,0.7021,1,1,1,0.6684,0.7597,0,0,0,2019,7,4,0.5,5,1,1418,3,0.95,partial,1
q09-early-nutrition-adult-earnings,10.1162/rest_a_00790,Infant Health Care and Long-Term Outcomes,0.5664,0.7285,0.7271,1,1,1,0.6695,0.7568,0,0,1,2018,8,74,8.2222,3,1,623,4,0.995,partial,1
q09-early-nutrition-adult-earnings,10.3368/jhr.xxxix.4.980,Incomes and Outcomes in Early Childhood,0.5161,0.6658,0.6809,1,1,1,0.6162,0.7559,0,0,1,2004,22,104,4.5217,2,1,663,3,0.99,partial,1
q09-early-nutrition-adult-earnings,10.1086/533542,"Early Childhood Nutrition, Schooling, and Sibling Inequality in a Dynamic Context: Evidence from South Africa",0.6082,0.6259,0.6762,1,1,1,0.6361,0.7543,0,0,0,2008,18,89,4.6842,2,1,808,3,0.962,partial,1
q09-early-nutrition-adult-earnings,10.1093/restud/rdab028,Long-Term Effects of Childhood Nutrition: Evidence from a School Lunch Reform,0.6115,0.6766,0.6163,1,1,1,0.6341,0.7509,0,0,0,2021,5,139,23.1667,4,1,913,5,0.996,relevant,2
q09-early-nutrition-adult-earnings,10.3386/w19185,Labor Market Returns to Early Childhood Stimulation: a 20-year Followup to an Experimental Intervention in Jamaica,0.5319,0.674,0.6616,1,1,1,0.619,0.7485,1,1,0,2013,13,66,4.7143,5,1,876,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.6027/9789289329873-2-en,Long-Term Effects of Early Childhood Care and Education,0.5341,0.7072,0.6963,1,1,1,0.6407,0.7477,0,0,1,2011,15,128,8,2,1,839,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.1093/jn/125.suppl_4.1027s,The effects of improved nutrition in early childhood: the Institute of Nutrition of Central America and Panama (INCAP) follow-up study.,0.6806,0.6132,0.7014,1,1,1,0.664,0.7459,1,1,0,1995,31,174,5.4375,2,1,1272,0,0.5,relevant,2
q09-early-nutrition-adult-earnings,10.1596/16953,Improving Nutrition through Multisectoral Approaches,0.7317,0.6364,0.6686,1,1,1,0.6778,0.7446,0,0,1,2013,13,128,9.1429,0,1,1283,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.3386/w26691,Effects of the Minimum Wage on Child Health,0.595,0.6549,0.6504,1,1,1,0.6328,0.7429,0,0,1,2020,6,5,0.7143,4,1,707,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.18235/0011477,Boys' Cognitive Skill Formation and Physical Growth: Long-term Experimental Evidence on Critical Ages for Early Childhood Interventions,0.5938,0.6924,0.7595,1,1,1,0.6784,0.74,0,1,0,2013,13,13,0.9286,5,1,1036,0,0.5,partial,1
q09-early-nutrition-adult-earnings,10.1016/j.jpubeco.2023.105046,Early childhood human capital formation at scale,0.6371,0.6159,0.7102,1,1,1,0.6532,0.7399,0,0,0,2024,2,7,2.3333,5,1,871,3,0.993,partial,1
q09-early-nutrition-adult-earnings,10.1086/719364,Effects of the Minimum Wage on Child Health,0.5484,0.6044,0.5994,1,1,1,0.5835,0.7377,0,0,0,2022,4,18,3.6,4,1,616,0,0.936,partial,1
q09-early-nutrition-adult-earnings,10.3386/w22993,The Life-cycle Benefits of an Influential Early Childhood Program,0.5331,0.6871,0.6759,1,1,1,0.6279,0.7374,0,0,1,2016,10,139,12.6364,5,1,624,0,0.5,partial,1
q10-trade-liberalization-wage-inequality,10.1111/j.1467-9361.2007.00388.x,Trade Liberalization and Wage Inequality: Evidence from India,0.6816,0.6865,0.5603,1,1,1,0.64,0.8317,0,0,0,2007,19,189,9.45,3,1,835,2,0.918,relevant,2
q10-trade-liberalization-wage-inequality,10.18235/0010785,Economics Reform and Wage Differentials in Latin America,0.6772,0.7781,0.6604,1,1,1,0.7034,0.7626,1,1,0,2000,26,15,0.5556,2,1,1082,0,0.5,partial,1
q10-trade-liberalization-wage-inequality,10.1016/j.jinteco.2019.05.001,Trading off the income gains and the inequality costs of trade policy,0.6284,0.6461,0.4715,1,1,1,0.5763,0.7115,0,0,0,2019,7,60,7.5,1,1,1435,4,0.994,relevant,2
q10-trade-liberalization-wage-inequality,10.1016/s0304-3878(99)00007-3,Trade liberalization and wage inequality,0.7001,0.7546,0.5085,1,1,1,0.6453,0.8848,1,0,1,1999,27,366,13.0714,1,1,600,3,0.991,relevant,2
q10-trade-liberalization-wage-inequality,10.1111/j.0013-0133.2004.00188.x,Trade Liberalisation and Wages in Developing Countries,0.6839,0.6307,0.6544,1,1,1,0.656,0.8592,1,1,0,2004,22,163,7.087,2,1,683,4,0.994,relevant,2
q10-trade-liberalization-wage-inequality,10.1111/j.1467-9396.2007.00674.x,"Trade, Wage Gaps, and Specific Human Capital Accumulation*",0.7152,0.7074,0.6587,1,1,1,0.6933,0.8451,0,0,1,2007,19,37,1.85,0,1,674,2,0.949,partial,1
q10-trade-liberalization-wage-inequality,10.1111/ehr.13234,Review of periodical literature for 2021,0.5798,0.4889,0.547,1,1,1,0.5372,0.5248,0,0,0,2022,4,0,0,2,1,20778,4,0.847,irrelevant,0
q10-trade-liberalization-wage-inequality,10.1016/j.worlddev.2008.06.002,Trade and Income Inequality in Developing Countries,0.6007,0.7144,0.7091,1,1,1,0.6726,0.8406,0,0,1,2008,18,390,20.5263,2,1,698,3,0.977,relevant,2
q10-trade-liberalization-wage-inequality,10.1111/padr.12438,"CharlesGoodhart and ManojPradhanThe Great Demographic Reversal: Ageing Societies, Waning Inequality, and an Inflation RevivalPalgrave‐Macmillan, 2020, 280 p., €29.99.",0.6235,0.5942,0.6775,1,1,1,0.6308,0.6361,0,0,0,2021,5,0,0,1,1,12944,0,0.5,irrelevant,0
q10-trade-liberalization-wage-inequality,10.1093/ei/cbh061,Trade and Wage Inequality in Developing Countries,0.6225,0.7385,0.6991,1,1,1,0.685,0.8337,0,0,0,2004,22,152,6.6087,0,1,336,3,0.967,relevant,2
q10-trade-liberalization-wage-inequality,10.1111/j.1467-9396.2010.00887.x,"Wage Inequality, Increased Competition, and Trade Liberalization: Short Run vs Long Run",0.6747,0.7653,0.6166,1,1,1,0.6828,0.8299,0,0,1,2010,16,30,1.7647,2,1,911,2,0.949,relevant,2
q10-trade-liberalization-wage-inequality,10.1016/s0304-3878(03)00117-2,The impact of trade liberalization on wage inequality: evidence from Argentina,0.6964,0.7466,0.6245,1,1,1,0.6873,0.8131,1,1,0,2003,23,204,8.5,2,1,695,3,0.991,relevant,2
q10-trade-liberalization-wage-inequality,10.52587/jems020201,THE IMPACT OF TRADE LIBERALIZATION ON EMPLOYMENT AND WAGES: PANEL EVIDENCE FROM DEVELOPING COUNTRIES,0.7698,0.6905,0.7169,1,1,1,0.725,0.8272,0,0,0,2021,5,3,0.5,3,1,1441,0,0.5,relevant,2
q10-trade-liberalization-wage-inequality,10.1016/j.worlddev.2006.02.010,Economic Liberalization and Wage Inequality in India,0.6032,0.7147,0.5443,1,1,1,0.6168,0.8116,0,0,0,2006,20,144,6.8571,0,0,0,3,0.977,relevant,2
q10-trade-liberalization-wage-inequality,10.1093/wber/lhh045,Trade Liberalization and Industry Wage Structure: Evidence from Brazil,0.6613,0.6916,0.5734,1,1,1,0.6401,0.8072,1,1,0,2004,22,163,7.087,4,1,1188,3,0.983,relevant,2
q10-trade-liberalization-wage-inequality,10.1016/j.jmoneco.2004.04.012,Trade liberalization and the skill premium in developing economies,0.7462,0.6031,0.6564,1,1,1,0.666,0.8038,0,0,1,2005,21,25,1.1364,0,1,658,4,0.996,relevant,2
q10-trade-liberalization-wage-inequality,10.1016/0306-9192(92)90056-4,Agricultural trade liberalization implications for developing countries,0.7436,0.5162,0.6683,1,1,1,0.6354,0.8012,0,0,1,1992,34,5,0.1429,0,0,0,3,0.934,partial,1
q10-trade-liberalization-wage-inequality,10.1111/j.0092-5853.2003.00546.x,Short‐ versus Long‐Run Implications of Trade Liberalization for Poverty in Three Developing Countries,0.6701,0.5749,0.674,1,1,1,0.638,0.7995,0,0,1,2003,23,18,0.75,0,0,0,3,0.965,partial,1
q11-teacher-quality-student-learning,10.1162/edfp_a_00180,"Linking Teacher Quality, Student Attendance, and Student Achievement",0.7465,0.6939,0.6362,1,1,1,0.6907,0.8166,0,0,0,2016,10,211,19.1818,3,1,740,0,0.901,relevant,2
q11-teacher-quality-student-learning,10.1162/edfp.a.441,Presidential Essay: AEFP’s Role in an Evidence-Informed Education Ecosystem,0.5062,0.4927,0.4231,1,1,0,0.4994,0.4838,0,0,1,2026,0,0,0,2,1,20422,0,0.901,irrelevant,0
q11-teacher-quality-student-learning,10.1002/jae.2539,Teacher Quality and Student Achievement: Evidence from a Sample of Dutch Twins,0.6825,0.6381,0.5733,1,1,1,0.6297,0.8118,0,0,0,2016,10,65,5.9091,3,1,1203,3,0.5,relevant,2
q11-teacher-quality-student-learning,10.1086/653808,Does Professor Quality Matter? Evidence from Random Assignment of Students to Professors,0.7221,0.6096,0.5037,1,1,1,0.6052,0.8094,0,0,1,2010,16,499,29.3529,5,1,703,5,0.998,relevant,2
q11-teacher-quality-student-learning,10.3368/jhr.1023-13180r2,How to Measure a Teacher,0.7163,0.6473,0.5064,1,1,1,0.6169,0.8015,0,0,1,2024,2,3,1,2,1,764,3,0.99,relevant,2
q11-teacher-quality-student-learning,10.1086/722227,The Multidimensional Impact of Teachers on Students,0.7375,0.6728,0.5727,1,1,1,0.6574,0.7994,0,0,1,2022,4,58,11.6,2,1,745,5,0.998,relevant,2
q11-teacher-quality-student-learning,10.3386/w18624,"Non-Cognitive Ability, Test Scores, and Teacher Quality: Evidence from 9th Grade Teachers in North Carolina",0.6795,0.7031,0.6146,1,1,1,0.6646,0.7957,0,0,0,2012,14,152,10.1333,2,1,825,0,0.5,relevant,2
q11-teacher-quality-student-learning,10.1016/j.learninstruc.2022.101600,"Opening up the black box: Teacher competence, instructional quality, and students’ learning progress",0.778,0.7058,0.5765,1,1,1,0.6815,0.7945,0,0,0,2022,4,234,46.8,3,1,1075,0,0.5,partial,1
q11-teacher-quality-student-learning,10.1086/676017,Teacher Quality at the High School Level: The Importance of Accounting for Tracks,0.6701,0.6039,0.5307,1,1,1,0.5988,0.7894,0,0,1,2014,12,63,4.8462,2,1,656,4,0.996,relevant,2
q11-teacher-quality-student-learning,10.1016/j.labeco.2016.01.005,Estimating effects of school quality using multiple proxies,0.6864,0.6713,0.6122,1,1,1,0.6558,0.7863,0,0,1,2016,10,15,1.3636,3,1,932,3,0.975,partial,1
q11-teacher-quality-student-learning,10.1111/j.1468-0262.2005.00584.x,"Teachers, Schools, and Academic Achievement",0.7445,0.7127,0.5725,1,1,1,0.6722,0.7849,0,0,1,2005,21,5030,228.6364,3,1,1263,5,1,relevant,2
q11-teacher-quality-student-learning,10.1257/aer.100.2.267,Generalizations about Using Value-Added Measures of Teacher Quality,0.7131,0.631,0.4842,1,1,1,0.6017,0.7813,0,0,1,2010,16,782,46,2,1,666,5,1,relevant,2
q11-teacher-quality-student-learning,10.1162/edfp_a_00251,Validating Teacher Effects on Students’ Attitudes and Behaviors: Evidence from Random Assignment of Teachers to Students,0.6987,0.6267,0.6562,1,1,1,0.6599,0.7792,0,0,1,2017,9,34,3.4,5,1,1253,0,0.901,relevant,2
q11-teacher-quality-student-learning,10.64780/jole.v1i3.88,Teacher Competence and Student Learning Outcomes: A Correlational Study in Primary Education,0.7832,0.7402,0.58,1,1,1,0.6954,0.7745,0,0,1,2025,1,4,2,4,1,2329,0,0.5,partial,1
q11-teacher-quality-student-learning,10.3386/w22805,The Compositional Effect of Rigorous Teacher Evaluation on Workforce Quality,0.7476,0.6039,0.5299,1,1,1,0.6208,0.7736,0,0,1,2016,10,12,1.0909,2,1,1076,0,0.5,partial,1
q11-teacher-quality-student-learning,10.1093/qje/qjw016,Teacher Quality and Learning Outcomes in Kindergarten*,0.7337,0.6771,0.5425,1,1,1,0.6459,0.7716,0,0,1,2016,10,365,33.1818,2,1,872,5,0.999,relevant,2
q11-teacher-quality-student-learning,10.2307/2109862,Does School Quality Matter? Evidence from the National Longitudinal Survey of Youth,0.6138,0.6416,0.5243,1,1,1,0.591,0.7708,0,0,0,1995,31,344,10.75,1,1,735,4,0.995,partial,1
q12-climate-shocks-poverty-food,10.1002/fes3.567,The ripple effects of climate change on agricultural sustainability and food security in Africa,0.7208,0.64,0.7018,1,1,1,0.6866,0.8226,0,0,0,2024,2,60,20,0,1,1587,0,0.5,partial,1
q12-climate-shocks-poverty-food,10.1016/j.crm.2014.10.001,The Household Economy Approach. Managing the impact of climate change on poverty and food security in developing countries,0.6919,0.6757,0.6573,1,1,1,0.6748,0.7605,0,0,0,2014,12,93,7.1538,0,1,1574,0,0.5,partial,1
q12-climate-shocks-poverty-food,10.1016/j.worlddev.2021.105511,Food insecurity and compound environmental shocks in Nepal: Implications for a changing climate,0.7023,0.5451,0.6725,1,1,1,0.6362,0.8115,0,0,1,2021,5,43,7.1667,0,1,251,3,0.977,relevant,2
q12-climate-shocks-poverty-food,10.37939/jhcc.v3i1.4,Climate Change Causes Food Insecurity for Developing Countries,0.7664,0.6156,0.7039,1,1,1,0.6925,0.8112,0,0,0,2024,2,2,0.6667,1,1,2146,0,0.5,partial,1
q12-climate-shocks-poverty-food,10.1590/0102-311xen217824,"Climate change, food insecurity, and the impacts on child health and nutrition in Brazil: proposal for a conceptual model",0.7199,0.6419,0.7436,1,1,1,0.7004,0.8063,1,1,0,2025,1,0,0,0,1,1698,0,0.5,partial,1
q12-climate-shocks-poverty-food,10.1596/978-1-4648-0673-5,Shock Waves: Managing the Impacts of Climate Change on Poverty,0.7637,0.6595,0.645,1,1,1,0.6874,0.7968,0,0,1,2015,11,741,61.75,0,1,2323,0,0.5,relevant,2
q12-climate-shocks-poverty-food,10.1016/0306-9192(80)90055-x,Food insecurity in developing countries,0.5113,0.6182,0.7884,1,1,1,0.6293,0.7966,0,0,1,1980,46,64,1.3617,0,0,0,3,0.934,partial,1
q12-climate-shocks-poverty-food,10.1016/0305-750x(89)90247-7,On the causes of food insecurity in less developed countries: An empirical evaluation,0.5314,0.6584,0.7958,1,1,1,0.653,0.7959,0,0,0,1989,37,17,0.4474,0,0,0,3,0.977,partial,1
q12-climate-shocks-poverty-food,10.1002/fes3.261,"Impacts of land use, population, and climate change on global food security",0.7181,0.5988,0.7152,1,1,1,0.675,0.793,0,0,1,2020,6,538,76.8571,1,1,1859,0,0.5,partial,1
q12-climate-shocks-poverty-food,10.1016/j.worlddev.2019.104691,Climate and poverty in Africa South of the Sahara,0.7202,0.678,0.6228,1,1,1,0.6725,0.7909,0,0,0,2019,7,141,17.625,2,1,2048,3,0.977,relevant,2
q12-climate-shocks-poverty-food,10.1080/00220388.2023.2236272,Impact of Weather Shocks on Food Security: How Effective are Forests as Natural Insurance?,0.7215,0.6292,0.6802,1,1,1,0.6759,0.7898,0,0,0,2023,3,6,1.5,3,1,1260,3,0.95,relevant,2
q12-climate-shocks-poverty-food,10.1016/j.foodpol.2025.102910,"Climate shocks, household food security and welfare in Afghanistan",0.7148,0.6192,0.6452,1,1,1,0.6585,0.7897,0,0,0,2025,1,5,2.5,3,1,1784,3,0.934,relevant,2
q12-climate-shocks-poverty-food,10.1016/j.jafr.2024.100978,Food insecurity in East Africa: An integrated strategy to address climate change impact and violence conflict,0.6778,0.6395,0.7259,1,1,1,0.6801,0.7876,0,0,0,2024,2,57,19,1,1,1938,0,0.5,partial,1
q12-climate-shocks-poverty-food,10.1016/s0169-5150(99)00051-1,The geography and causes of food insecurity in developing countries,0.5527,0.6697,0.8142,1,1,1,0.6705,0.7866,0,0,0,2000,26,50,1.8519,1,1,1447,2,0.488,partial,1
q12-climate-shocks-poverty-food,10.1057/s41599-024-02847-3,Climate change and food security in South Asia: the importance of renewable energy and agricultural credit,0.6847,0.591,0.6654,1,1,1,0.6457,0.7855,0,0,0,2024,2,60,20,2,1,1275,0,0.692,partial,1
q12-climate-shocks-poverty-food,10.3389/fsufs.2021.691191,Food Security and Climate Change: Differences in Impacts and Adaptation Strategies for Rural Communities in the Global South and North,0.6822,0.6324,0.708,1,1,1,0.6735,0.7856,0,0,0,2022,4,90,18,0,1,1344,0,0.5,partial,1
q12-climate-shocks-poverty-food,10.1016/j.eneco.2021.105338,"Energy poverty, climate shocks, and health deprivations",0.686,0.6696,0.6648,1,1,1,0.6734,0.7855,0,0,0,2021,5,122,20.3333,0,1,923,3,0.982,partial,1
q12-climate-shocks-poverty-food,10.3390/agriculture14101729,"Smallholder Farmers’ Climate Change Adaptation Strategies and Their Effect on Household Food Security: Evidence from KwaZulu-Natal, South Africa",0.6939,0.5936,0.6588,1,1,1,0.6474,0.7827,0,0,0,2024,2,6,2,1,1,1181,0,0.578,partial,1
q13-financial-inclusion-resilience,10.3390/su162411065,Understanding the Role of Financial Literacy in Enhancing Economic Stability and Resilience in Montenegro: A Data-Driven Approach,0.6896,0.7398,0.6365,1,1,1,0.6873,0.7201,0,0,0,2024,2,33,11,2,1,1756,0,0.816,partial,1
q13-financial-inclusion-resilience,10.1080/00220388.2021.2013467,The Gender-Differential Effect of Financial Inclusion on Household Financial Resilience,0.7208,0.781,0.6121,1,1,1,0.7011,0.8176,0,0,0,2022,4,87,17.4,2,1,1044,3,0.95,relevant,2
q13-financial-inclusion-resilience,10.1080/00220388.2017.1380798,Thinking Inside the Box: A Closer Look at Financial Inclusion and Household Income,0.7135,0.6927,0.5928,1,1,1,0.6642,0.7814,0,0,0,2017,9,195,19.5,2,1,645,3,0.95,partial,1
q13-financial-inclusion-resilience,10.1007/s10668-025-06040-7,Financial inclusion as a catalyst for poverty reduction: unraveling the impact amidst global challenges,0.7583,0.6471,0.5561,1,1,1,0.6486,0.7685,0,0,1,2025,1,4,2,0,0,0,0,0.5,partial,1
q13-financial-inclusion-resilience,10.5089/9781513568928.001,Financial Inclusion: Zooming in on Latin America,0.7721,0.7218,0.6495,1,1,1,0.7127,0.765,1,1,0,2015,11,65,5.4167,1,1,761,0,0.5,partial,1
q13-financial-inclusion-resilience,10.1016/j.jebo.2017.07.027,Is financial inclusion good for bank stability? International evidence,0.7217,0.6174,0.5434,1,1,1,0.6233,0.7635,0,0,0,2017,9,554,55.4,4,1,1040,3,0.973,partial,1
q13-financial-inclusion-resilience,10.1093/wber/lhv029,"Financial Inclusion, Productivity Shocks, and Consumption Volatility in Emerging Economies",0.6804,0.7371,0.7157,1,1,1,0.7107,0.7595,0,0,0,2015,11,20,1.6667,3,1,935,3,0.983,relevant,2
q13-financial-inclusion-resilience,10.1016/j.econmod.2024.106707,Revisiting the relation between financial inclusion and economic growth: a global analysis using panel threshold regression,0.7259,0.6855,0.6602,1,1,1,0.69,0.7591,0,0,0,2024,2,34,11.3333,3,1,403,2,0.949,partial,1
q13-financial-inclusion-resilience,10.1080/23322039.2025.2587236,"Financial inclusion, poverty, and income inequality",0.7705,0.6819,0.6266,1,1,1,0.6905,0.7556,0,0,0,2025,1,1,0.5,0,1,2567,0,0.5,partial,1
q13-financial-inclusion-resilience,10.30574/wjarr.2023.18.1.0709,Financial inclusion strategies for poverty reduction and economic empowerment in underbanked rural populations globally,0.8194,0.7383,0.6139,1,1,1,0.7188,0.7555,0,1,0,2023,3,10,2.5,0,1,2062,0,0.5,partial,1
q13-financial-inclusion-resilience,10.1016/j.worlddev.2018.06.020,Does financial literacy improve financial inclusion? Cross country evidence,0.7313,0.5937,0.4616,1,1,1,0.5852,0.7554,0,0,0,2018,8,626,69.5556,3,1,740,3,0.977,irrelevant,0
q13-financial-inclusion-resilience,10.1596/978-1-4648-1575-1,Adaptive Social Protection: Building Resilience to Shocks,0.5971,0.8311,0.698,1,1,1,0.7023,0.7514,0,0,1,2020,6,118,16.8571,0,1,1715,0,0.5,partial,1
q13-financial-inclusion-resilience,10.1186/s40008-020-00214-4,Does financial inclusion reduce poverty and income inequality in developing countries? A panel data analysis,0.7623,0.6776,0.6268,1,1,1,0.6867,0.751,0,0,0,2020,6,644,92,2,1,1173,0,0.812,partial,1
q13-financial-inclusion-resilience,10.1080/23322039.2025.2476093,Role of financial inclusion in enhancing the effect of remittance on economic growth in developing countries,0.687,0.7017,0.6477,1,1,1,0.6784,0.7482,0,0,0,2025,1,17,8.5,2,1,2367,0,0.5,partial,1
q13-financial-inclusion-resilience,10.1111/rode.13062,"Financial inclusion, vulnerability coping strategies and multidimensional poverty: Does conceptualisation of financial inclusion matter?",0.7398,0.6948,0.5737,1,1,1,0.6656,0.7478,0,0,1,2023,3,13,3.25,4,1,1513,2,0.918,relevant,2
q13-financial-inclusion-resilience,10.1080/00220388.2022.2075733,Building Resilience through Social Protection: Evidence from Malawi,0.5854,0.807,0.6355,1,1,1,0.6696,0.7455,0,0,0,2022,4,25,5,4,1,853,3,0.95,partial,1
q13-financial-inclusion-resilience,10.1177/21582440241232585,Financial Inclusion and Economic Growth: Comparative Panel Evidence from Developed and Developing Asian Countries,0.7281,0.6668,0.6546,1,1,1,0.6824,0.744,0,0,0,2024,2,38,12.6667,3,1,1031,0,0.654,partial,1
q14-cct-poverty-reduction-mechanisms,10.1016/j.wdp.2025.100744,Inheriting subsidies: Intergenerational correlation in Conditional Cash Transfers in Colombia,0.6628,0.5919,0,1,1,0,0.6263,0.661,1,1,0,2025,1,0,0,2,1,2336,0,0.692,partial,1
